Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Quarter,profit margin
30-04-2025,Headphones,Accessories,South,4,1208,115.13,2025,April,Q2,0.095306291
1/5/2025,Headphones,Accessories,South,2,352,54.19,2025,May,Q2,0.153948864
2/5/2025,Printer,Office,West,6,4266,357.51,2025,May,Q2,0.083804501
3/5/2025,Tablet,Electronics,North,7,1841,496.89,2025,May,Q2,0.269902227
4/5/2025,Camera,Electronics,East,1,712,89.5,2025,May,Q2,0.125702247
5/5/2025,Printer,Office,West,2,724,72.19,2025,May,Q2,0.099709945
6/5/2025,Smartphone,Electronics,West,8,5832,662.72,2025,May,Q2,0.113635117
7/5/2025,Keyboard,Accessories,South,6,4188,989.14,2025,May,Q2,0.236184336
8/5/2025,Tablet,Electronics,West,1,392,50.7,2025,May,Q2,0.129336735
9/5/2025,Laptop,Electronics,East,9,963,49.71,2025,May,Q2,0.051619938
10/5/2025,Camera,Electronics,West,6,5706,319.46,2025,May,Q2,0.055986681
11/5/2025,Headphones,Accessories,West,7,1365,312.04,2025,May,Q2,0.228600733
12/5/2025,Headphones,Accessories,South,1,202,11.24,2025,May,Q2,0.055643564
13-05-2025,Smartphone,Electronics,North,9,2430,613.67,2025,May,Q2,0.252539095
14-05-2025,Monitor,Accessories,South,3,2670,515.39,2025,May,Q2,0.193029963
15-05-2025,Tablet,Electronics,South,7,2758,520.66,2025,May,Q2,0.188781726
16-05-2025,Monitor,Accessories,South,9,873,82.35,2025,May,Q2,0.094329897
17-05-2025,Smartwatch,Electronics,West,9,7245,1410.92,2025,May,Q2,0.194743961
18-05-2025,Camera,Electronics,North,4,960,255.24,2025,May,Q2,0.265875
19-05-2025,Smartwatch,Electronics,East,4,1284,171.02,2025,May,Q2,0.133193146
20-05-2025,Mouse,Accessories,West,4,512,110.47,2025,May,Q2,0.215761719
21-05-2025,Smartwatch,Electronics,South,9,9729,2039.41,2025,May,Q2,0.209621749
22-05-2025,Camera,Electronics,North,5,1580,166.16,2025,May,Q2,0.105164557
23-05-2025,Mouse,Accessories,East,8,976,234.24,2025,May,Q2,0.24
24-05-2025,Printer,Office,North,8,1824,495.35,2025,May,Q2,0.271573465
25-05-2025,Smartphone,Electronics,South,4,3188,202.81,2025,May,Q2,0.063616688
26-05-2025,Camera,Electronics,East,7,5467,556.02,2025,May,Q2,0.101704774
27-05-2025,Smartphone,Electronics,South,6,5406,1277.46,2025,May,Q2,0.236304107
28-05-2025,Headphones,Accessories,East,8,2984,742.31,2025,May,Q2,0.248763405
29-05-2025,Printer,Office,North,1,919,193.35,2025,May,Q2,0.21039173
30-05-2025,Camera,Electronics,South,6,1686,426.72,2025,May,Q2,0.253096085
31-05-2025,Laptop,Electronics,West,7,4165,493.24,2025,May,Q2,0.11842497
1/6/2025,Smartphone,Electronics,West,7,1281,282.63,2025,June,Q2,0.220632319
2/6/2025,Smartwatch,Electronics,East,3,2829,362.16,2025,June,Q2,0.128016967
3/6/2025,Monitor,Accessories,West,3,2211,292.31,2025,June,Q2,0.132207146
4/6/2025,Headphones,Accessories,East,4,4740,607.81,2025,June,Q2,0.128229958
5/6/2025,Camera,Electronics,East,1,718,169.09,2025,June,Q2,0.235501393
6/6/2025,Headphones,Accessories,North,6,1716,108.81,2025,June,Q2,0.063409091
7/6/2025,Monitor,Accessories,South,7,1547,152.59,2025,June,Q2,0.09863607
8/6/2025,Mouse,Accessories,North,1,739,111.18,2025,June,Q2,0.150446549
9/6/2025,Laptop,Electronics,West,3,819,231.88,2025,June,Q2,0.283125763
10/6/2025,Laptop,Electronics,South,8,5696,1156.3,2025,June,Q2,0.203002107
11/6/2025,Monitor,Accessories,South,2,1706,184.71,2025,June,Q2,0.108270809
12/6/2025,Camera,Electronics,North,2,2066,608.23,2025,June,Q2,0.294399806
13-06-2025,Laptop,Electronics,North,2,256,35.66,2025,June,Q2,0.139296875
14-06-2025,Smartphone,Electronics,North,2,1102,182.54,2025,June,Q2,0.165644283
15-06-2025,Monitor,Accessories,North,8,2872,483.94,2025,June,Q2,0.168502786
16-06-2025,Tablet,Electronics,East,4,2584,394.52,2025,June,Q2,0.152678019
17-06-2025,Mouse,Accessories,North,2,1366,298.32,2025,June,Q2,0.218389458
18-06-2025,Smartwatch,Electronics,South,7,1253,354.23,2025,June,Q2,0.282705507
19-06-2025,Laptop,Electronics,West,7,2618,300.81,2025,June,Q2,0.114900688
20-06-2025,Headphones,Accessories,East,9,6822,1811.37,2025,June,Q2,0.265518909
21-06-2025,Keyboard,Accessories,East,6,5286,636.16,2025,June,Q2,0.120348089
22-06-2025,Monitor,Accessories,North,1,579,133.57,2025,June,Q2,0.230690846
23-06-2025,Laptop,Electronics,West,8,1392,190.99,2025,June,Q2,0.13720546
24-06-2025,Laptop,Electronics,West,9,2493,696.69,2025,June,Q2,0.279458484
25-06-2025,Smartphone,Electronics,North,7,6461,766.45,2025,June,Q2,0.118627148
26-06-2025,Tablet,Electronics,East,2,1486,201.07,2025,June,Q2,0.135309556
27-06-2025,Printer,Office,South,1,1152,280.28,2025,June,Q2,0.243298611
28-06-2025,Smartwatch,Electronics,West,2,1750,103.99,2025,June,Q2,0.059422857
29-06-2025,Smartphone,Electronics,West,7,4417,495.37,2025,June,Q2,0.112150781
30-06-2025,Laptop,Electronics,South,4,3724,276.85,2025,June,Q2,0.074342105
1/7/2025,Camera,Electronics,West,3,2220,121.14,2025,July,Q3,0.054567568
2/7/2025,Monitor,Accessories,West,8,9104,2620.58,2025,July,Q3,0.287849297
3/7/2025,Printer,Office,West,3,3093,584.23,2025,July,Q3,0.188887811
4/7/2025,Headphones,Accessories,South,6,3048,842.24,2025,July,Q3,0.276325459
5/7/2025,Smartphone,Electronics,North,1,161,36.58,2025,July,Q3,0.227204969
6/7/2025,Monitor,Accessories,West,7,7238,1889.69,2025,July,Q3,0.261079027
7/7/2025,Smartphone,Electronics,North,3,3561,347.31,2025,July,Q3,0.097531592
8/7/2025,Monitor,Accessories,North,5,1850,534.39,2025,July,Q3,0.288859459
9/7/2025,Mouse,Accessories,West,6,3522,626.72,2025,July,Q3,0.17794435
10/7/2025,Smartwatch,Electronics,East,1,584,172.4,2025,July,Q3,0.295205479
11/7/2025,Smartphone,Electronics,East,4,2556,412.44,2025,July,Q3,0.161361502
12/7/2025,Smartphone,Electronics,South,2,348,56.31,2025,July,Q3,0.161810345
13-07-2025,Monitor,Accessories,South,9,1602,142.49,2025,July,Q3,0.088945069
14-07-2025,Monitor,Accessories,South,3,2853,437.59,2025,July,Q3,0.153378899
15-07-2025,Printer,Office,West,1,1024,230.3,2025,July,Q3,0.224902344
16-07-2025,Camera,Electronics,East,5,4485,1324.49,2025,July,Q3,0.295315496
17-07-2025,Printer,Office,East,2,436,79.69,2025,July,Q3,0.182775229
18-07-2025,Smartwatch,Electronics,North,2,2232,150.12,2025,July,Q3,0.067258065
19-07-2025,Keyboard,Accessories,South,6,7056,1445.01,2025,July,Q3,0.204791667
20-07-2025,Keyboard,Accessories,East,5,875,96.65,2025,July,Q3,0.110457143
21-07-2025,Smartwatch,Electronics,East,3,315,61.94,2025,July,Q3,0.196634921
22-07-2025,Laptop,Electronics,East,2,358,51.75,2025,July,Q3,0.144553073
23-07-2025,Camera,Electronics,South,7,3451,194.42,2025,July,Q3,0.056337294
24-07-2025,Laptop,Electronics,North,9,1350,189.13,2025,July,Q3,0.140096296
25-07-2025,Tablet,Electronics,West,8,3320,413.32,2025,July,Q3,0.124493976
26-07-2025,Mouse,Accessories,North,9,8442,940.33,2025,July,Q3,0.111387112
27-07-2025,Keyboard,Accessories,South,1,166,31.97,2025,July,Q3,0.192590361
28-07-2025,Mouse,Accessories,North,5,3720,448.6,2025,July,Q3,0.120591398
29-07-2025,Laptop,Electronics,South,2,1090,136.65,2025,July,Q3,0.125366972
30-07-2025,Laptop,Electronics,West,9,9783,2347.49,2025,July,Q3,0.239956046
31-07-2025,Smartphone,Electronics,North,4,2432,657.18,2025,July,Q3,0.270222039
1/8/2025,Mouse,Accessories,North,7,4060,291.42,2025,August,Q3,0.071778325
2/8/2025,Smartwatch,Electronics,North,1,387,99.59,2025,August,Q3,0.257338501
3/8/2025,Smartwatch,Electronics,North,3,966,120.56,2025,August,Q3,0.124803313
4/8/2025,Tablet,Electronics,North,3,3366,882.29,2025,August,Q3,0.262118241
5/8/2025,Monitor,Accessories,West,7,7833,1843.94,2025,August,Q3,0.235406613
6/8/2025,Monitor,Accessories,West,1,610,33.55,2025,August,Q3,0.055
7/8/2025,Smartwatch,Electronics,West,8,4288,597.09,2025,August,Q3,0.139246735
8/8/2025,Printer,Office,North,9,7740,605.35,2025,August,Q3,0.078210594
9/8/2025,Smartwatch,Electronics,West,9,3150,457.13,2025,August,Q3,0.145120635
10/8/2025,Keyboard,Accessories,West,2,894,224.75,2025,August,Q3,0.25139821
11/8/2025,Laptop,Electronics,North,8,7544,1219.73,2025,August,Q3,0.161682131
12/8/2025,Keyboard,Accessories,North,8,6360,1871.88,2025,August,Q3,0.294320755
13-08-2025,Smartphone,Electronics,West,4,2428,485.75,2025,August,Q3,0.200061779
14-08-2025,Headphones,Accessories,South,2,574,38.52,2025,August,Q3,0.067108014
15-08-2025,Keyboard,Accessories,West,6,6744,660.47,2025,August,Q3,0.09793446
16-08-2025,Headphones,Accessories,North,6,798,213.4,2025,August,Q3,0.267418546
17-08-2025,Printer,Office,North,5,2860,339,2025,August,Q3,0.118531469
18-08-2025,Printer,Office,South,5,5410,1129.77,2025,August,Q3,0.208829945
19-08-2025,Laptop,Electronics,West,5,4445,580.15,2025,August,Q3,0.130517435
20-08-2025,Smartwatch,Electronics,South,8,7536,1197.09,2025,August,Q3,0.158849522
21-08-2025,Monitor,Accessories,North,7,4165,263.26,2025,August,Q3,0.063207683
22-08-2025,Laptop,Electronics,East,3,3021,763.99,2025,August,Q3,0.252893082
23-08-2025,Keyboard,Accessories,North,2,310,70.66,2025,August,Q3,0.227935484
24-08-2025,Headphones,Accessories,South,2,2170,522,2025,August,Q3,0.240552995
25-08-2025,Tablet,Electronics,West,3,2832,317.76,2025,August,Q3,0.11220339
26-08-2025,Smartwatch,Electronics,West,5,3945,392.09,2025,August,Q3,0.0993891
27-08-2025,Tablet,Electronics,South,4,2104,308,2025,August,Q3,0.146387833
28-08-2025,Monitor,Accessories,South,2,2060,517.64,2025,August,Q3,0.251281553
29-08-2025,Printer,Office,North,4,1060,155.78,2025,August,Q3,0.146962264
30-08-2025,Smartwatch,Electronics,South,6,810,108.61,2025,August,Q3,0.13408642
31-08-2025,Laptop,Electronics,West,3,873,57.42,2025,August,Q3,0.065773196
1/9/2025,Tablet,Electronics,West,5,595,121.11,2025,September,Q3,0.203546218
2/9/2025,Laptop,Electronics,West,2,1562,119.56,2025,September,Q3,0.076542894
3/9/2025,Smartwatch,Electronics,East,9,5337,1575.99,2025,September,Q3,0.29529511
4/9/2025,Printer,Office,North,2,212,13.4,2025,September,Q3,0.063207547
5/9/2025,Printer,Office,East,8,2704,705.74,2025,September,Q3,0.260998521
6/9/2025,Laptop,Electronics,North,5,3225,523.32,2025,September,Q3,0.162269767
7/9/2025,Monitor,Accessories,North,2,1342,184.59,2025,September,Q3,0.137548435
8/9/2025,Mouse,Accessories,South,7,3395,1012.78,2025,September,Q3,0.298315169
9/9/2025,Smartwatch,Electronics,East,4,3968,480.72,2025,September,Q3,0.121149194
10/9/2025,Smartphone,Electronics,West,5,4555,776.65,2025,September,Q3,0.17050494
11/9/2025,Tablet,Electronics,West,2,2132,365.44,2025,September,Q3,0.171407129
12/9/2025,Mouse,Accessories,West,6,6516,842.83,2025,September,Q3,0.129347759
13-09-2025,Smartwatch,Electronics,North,2,2040,481.15,2025,September,Q3,0.235857843
14-09-2025,Mouse,Accessories,East,6,6126,428.38,2025,September,Q3,0.069928175
15-09-2025,Smartwatch,Electronics,West,8,520,30.58,2025,September,Q3,0.058807692
16-09-2025,Camera,Electronics,South,5,4470,526.96,2025,September,Q3,0.117888143
17-09-2025,Smartwatch,Electronics,West,8,5504,1196.78,2025,September,Q3,0.217438227
18-09-2025,Headphones,Accessories,West,4,3036,511.69,2025,September,Q3,0.168540843
19-09-2025,Smartwatch,Electronics,East,5,2725,308.29,2025,September,Q3,0.113133945
20-09-2025,Printer,Office,North,8,4080,336.96,2025,September,Q3,0.082588235
21-09-2025,Keyboard,Accessories,North,8,3080,776.6,2025,September,Q3,0.252142857
22-09-2025,Smartwatch,Electronics,North,5,1525,413.75,2025,September,Q3,0.271311475
23-09-2025,Monitor,Accessories,South,4,1332,342.85,2025,September,Q3,0.257394895
24-09-2025,Smartphone,Electronics,South,7,4669,803.21,2025,September,Q3,0.172030413
25-09-2025,Smartwatch,Electronics,West,6,5310,1099.84,2025,September,Q3,0.207126177
26-09-2025,Camera,Electronics,East,8,9392,2651.84,2025,September,Q3,0.282350937
27-09-2025,Monitor,Accessories,South,5,1350,198.19,2025,September,Q3,0.146807407
28-09-2025,Monitor,Accessories,North,4,3648,768.61,2025,September,Q3,0.210693531
29-09-2025,Printer,Office,North,2,300,47.59,2025,September,Q3,0.158633333
30-09-2025,Smartphone,Electronics,North,3,3408,727.26,2025,September,Q3,0.213397887
1/10/2025,Keyboard,Accessories,South,9,4302,475.96,2025,October,Q4,0.110636913
2/10/2025,Keyboard,Accessories,South,5,4575,771.24,2025,October,Q4,0.168577049
3/10/2025,Laptop,Electronics,East,8,9304,1855.7,2025,October,Q4,0.199451849
4/10/2025,Monitor,Accessories,East,4,1928,232.48,2025,October,Q4,0.120580913
5/10/2025,Printer,Office,East,2,1042,86.24,2025,October,Q4,0.082763916
6/10/2025,Tablet,Electronics,East,3,2214,507.7,2025,October,Q4,0.22931346
7/10/2025,Keyboard,Accessories,South,4,3024,678.26,2025,October,Q4,0.224292328
8/10/2025,Camera,Electronics,East,2,1104,173.01,2025,October,Q4,0.156711957
9/10/2025,Mouse,Accessories,East,8,6056,1631.71,2025,October,Q4,0.269436922
10/10/2025,Mouse,Accessories,South,5,5295,1375.98,2025,October,Q4,0.259864023
11/10/2025,Smartphone,Electronics,North,4,3668,839.4,2025,October,Q4,0.228844057
12/10/2025,Printer,Office,South,9,4293,295.47,2025,October,Q4,0.068825996
13-10-2025,Mouse,Accessories,North,7,5789,950.45,2025,October,Q4,0.164182069
14-10-2025,Smartwatch,Electronics,North,6,4440,800.92,2025,October,Q4,0.180387387
15-10-2025,Printer,Office,South,5,5515,330.02,2025,October,Q4,0.059840435
16-10-2025,Camera,Electronics,North,4,784,192.77,2025,October,Q4,0.245880102
17-10-2025,Laptop,Electronics,East,4,576,156.59,2025,October,Q4,0.271857639
18-10-2025,Smartwatch,Electronics,West,5,705,198.62,2025,October,Q4,0.281730496
19-10-2025,Keyboard,Accessories,North,6,4458,1215.3,2025,October,Q4,0.272611036
20-10-2025,Smartphone,Electronics,East,6,6780,811.92,2025,October,Q4,0.119752212
21-10-2025,Smartwatch,Electronics,North,5,3970,642.7,2025,October,Q4,0.161889169
22-10-2025,Monitor,Accessories,North,7,5131,368.11,2025,October,Q4,0.07174235
23-10-2025,Laptop,Electronics,East,7,1750,90.21,2025,October,Q4,0.051548571
24-10-2025,Tablet,Electronics,East,7,8337,753.35,2025,October,Q4,0.090362241
25-10-2025,Keyboard,Accessories,East,9,9810,549.46,2025,October,Q4,0.056010194
26-10-2025,Keyboard,Accessories,East,3,2658,794.36,2025,October,Q4,0.298856283
27-10-2025,Printer,Office,West,1,473,43.65,2025,October,Q4,0.092283298
28-10-2025,Tablet,Electronics,North,9,2205,410.01,2025,October,Q4,0.185945578
29-10-2025,Smartphone,Electronics,South,9,6948,1409.3,2025,October,Q4,0.202835348
30-10-2025,Tablet,Electronics,North,3,774,212.02,2025,October,Q4,0.273927649
31-10-2025,Tablet,Electronics,North,3,2532,343.13,2025,October,Q4,0.135517378
1/11/2025,Laptop,Electronics,West,7,6587,1173.91,2025,November,Q4,0.178216183
2/11/2025,Smartphone,Electronics,East,7,7266,806.79,2025,November,Q4,0.111036334
3/11/2025,Smartphone,Electronics,East,7,6867,502.06,2025,November,Q4,0.073111985
4/11/2025,Camera,Electronics,South,9,4887,396.36,2025,November,Q4,0.081104972
5/11/2025,Mouse,Accessories,West,4,864,251.99,2025,November,Q4,0.291655093
6/11/2025,Smartphone,Electronics,East,6,5190,1215.07,2025,November,Q4,0.234117534
7/11/2025,Keyboard,Accessories,South,8,2128,294.45,2025,November,Q4,0.138369361
8/11/2025,Mouse,Accessories,East,2,1718,218.82,2025,November,Q4,0.127369034
9/11/2025,Smartphone,Electronics,North,2,1270,229.39,2025,November,Q4,0.180622047
10/11/2025,Keyboard,Accessories,East,7,2569,130.19,2025,November,Q4,0.050677306
11/11/2025,Printer,Office,South,2,1518,262.65,2025,November,Q4,0.173023715
12/11/2025,Headphones,Accessories,South,2,1210,268.37,2025,November,Q4,0.221793388
13-11-2025,Mouse,Accessories,East,2,1128,94.13,2025,November,Q4,0.083448582
14-11-2025,Headphones,Accessories,North,1,1077,77.97,2025,November,Q4,0.072395543
15-11-2025,Keyboard,Accessories,East,6,2244,517.47,2025,November,Q4,0.230601604
16-11-2025,Mouse,Accessories,West,8,1608,464.18,2025,November,Q4,0.288669154
17-11-2025,Camera,Electronics,West,5,3685,476.2,2025,November,Q4,0.129226594
18-11-2025,Camera,Electronics,North,8,4080,1079.49,2025,November,Q4,0.264580882
19-11-2025,Monitor,Accessories,North,1,404,84.4,2025,November,Q4,0.208910891
20-11-2025,Keyboard,Accessories,South,2,1738,163.38,2025,November,Q4,0.094004603
21-11-2025,Printer,Office,West,3,828,210.33,2025,November,Q4,0.254021739
22-11-2025,Mouse,Accessories,North,4,4344,461.72,2025,November,Q4,0.106289134
23-11-2025,Tablet,Electronics,North,1,1130,268.88,2025,November,Q4,0.237946903
24-11-2025,Headphones,Accessories,North,3,1698,304.91,2025,November,Q4,0.179570082
25-11-2025,Tablet,Electronics,East,4,844,136.02,2025,November,Q4,0.161161137
26-11-2025,Printer,Office,West,2,2286,218.18,2025,November,Q4,0.09544182
27-11-2025,Camera,Electronics,East,2,1026,170.31,2025,November,Q4,0.165994152
28-11-2025,Laptop,Electronics,West,6,6984,1433.65,2025,November,Q4,0.205276346
29-11-2025,Monitor,Accessories,West,4,1672,432.35,2025,November,Q4,0.258582536
30-11-2025,Laptop,Electronics,North,6,1092,63.98,2025,November,Q4,0.058589744
1/12/2025,Headphones,Accessories,South,2,272,24.71,2025,December,Q4,0.090845588
2/12/2025,Headphones,Accessories,West,2,1126,204.99,2025,December,Q4,0.18205151
3/12/2025,Mouse,Accessories,West,7,8155,2177.38,2025,December,Q4,0.266999387
4/12/2025,Smartwatch,Electronics,East,7,4298,358.38,2025,December,Q4,0.083382969
5/12/2025,Smartphone,Electronics,East,5,1365,310.66,2025,December,Q4,0.227589744
6/12/2025,Camera,Electronics,West,6,4116,381.35,2025,December,Q4,0.092650632
7/12/2025,Headphones,Accessories,South,8,904,181.45,2025,December,Q4,0.200719027
8/12/2025,Smartwatch,Electronics,South,1,70,10.64,2025,December,Q4,0.152
9/12/2025,Keyboard,Accessories,East,2,344,72.87,2025,December,Q4,0.211831395
10/12/2025,Printer,Office,East,1,330,78.52,2025,December,Q4,0.237939394
11/12/2025,Headphones,Accessories,South,2,518,34.22,2025,December,Q4,0.066061776
12/12/2025,Mouse,Accessories,North,9,2763,458.4,2025,December,Q4,0.165906623
13-12-2025,Smartwatch,Electronics,North,2,2298,343.53,2025,December,Q4,0.149490862
14-12-2025,Monitor,Accessories,South,1,436,73.89,2025,December,Q4,0.169472477
15-12-2025,Mouse,Accessories,East,6,1824,213.47,2025,December,Q4,0.117033991
16-12-2025,Laptop,Electronics,North,5,1540,411.83,2025,December,Q4,0.267422078
17-12-2025,Tablet,Electronics,East,7,5572,385.82,2025,December,Q4,0.069242642
18-12-2025,Monitor,Accessories,East,6,3030,335.71,2025,December,Q4,0.11079538
19-12-2025,Monitor,Accessories,West,5,1245,345.84,2025,December,Q4,0.277783133
20-12-2025,Tablet,Electronics,South,4,1252,326.69,2025,December,Q4,0.260934505
21-12-2025,Camera,Electronics,North,9,4959,479.28,2025,December,Q4,0.096648518
22-12-2025,Monitor,Accessories,West,7,8162,443.81,2025,December,Q4,0.054375153
23-12-2025,Monitor,Accessories,East,5,1370,253.92,2025,December,Q4,0.185343066
24-12-2025,Tablet,Electronics,North,3,3111,607.23,2025,December,Q4,0.195188042
25-12-2025,Mouse,Accessories,South,7,7805,1078.03,2025,December,Q4,0.138120436
26-12-2025,Smartphone,Electronics,South,9,10314,2729.6,2025,December,Q4,0.26464999
27-12-2025,Keyboard,Accessories,South,9,10782,2730.14,2025,December,Q4,0.253212762
28-12-2025,Monitor,Accessories,West,5,4375,987.96,2025,December,Q4,0.225819429
29-12-2025,Monitor,Accessories,North,5,2265,595.05,2025,December,Q4,0.262715232
30-12-2025,Laptop,Electronics,East,1,166,9.69,2025,December,Q4,0.058373494
31-12-2025,Headphones,Accessories,North,7,7217,1481.7,2025,December,Q4,0.205306914
1/1/2026,Tablet,Electronics,East,3,1767,186.54,2026,January,Q1,0.105568761
2/1/2026,Laptop,Electronics,East,3,2883,557.81,2026,January,Q1,0.193482484
3/1/2026,Smartwatch,Electronics,South,3,1338,396.08,2026,January,Q1,0.296023916
4/1/2026,Printer,Office,East,9,9459,604.06,2026,January,Q1,0.063860873
5/1/2026,Printer,Office,North,3,168,45.31,2026,January,Q1,0.269702381
6/1/2026,Smartphone,Electronics,South,9,4536,479.78,2026,January,Q1,0.105771605
7/1/2026,Mouse,Accessories,East,4,4404,793.7,2026,January,Q1,0.180222525
8/1/2026,Monitor,Accessories,North,4,1952,148.67,2026,January,Q1,0.07616291
9/1/2026,Mouse,Accessories,North,3,2004,467.76,2026,January,Q1,0.233413174
10/1/2026,Keyboard,Accessories,South,4,468,131.48,2026,January,Q1,0.280940171
11/1/2026,Smartphone,Electronics,West,9,8667,1597.49,2026,January,Q1,0.18431868
12/1/2026,Printer,Office,West,7,6097,567.32,2026,January,Q1,0.093049041
13-01-2026,Headphones,Accessories,South,9,4752,1415.65,2026,January,Q1,0.297906145
14-01-2026,Keyboard,Accessories,East,1,1172,124.9,2026,January,Q1,0.106569966
15-01-2026,Keyboard,Accessories,North,2,1608,170.29,2026,January,Q1,0.105901741
16-01-2026,Printer,Office,South,7,7595,969.07,2026,January,Q1,0.127593153
17-01-2026,Smartwatch,Electronics,West,1,1142,306.84,2026,January,Q1,0.268686515
18-01-2026,Keyboard,Accessories,North,2,116,13.67,2026,January,Q1,0.117844828
19-01-2026,Smartphone,Electronics,East,9,3951,908.13,2026,January,Q1,0.22984814
20-01-2026,Keyboard,Accessories,East,2,1606,138.96,2026,January,Q1,0.086525529
21-01-2026,Headphones,Accessories,South,3,2025,403,2026,January,Q1,0.199012346
22-01-2026,Smartwatch,Electronics,West,2,2006,235.52,2026,January,Q1,0.117407777
23-01-2026,Camera,Electronics,South,9,9423,652.06,2026,January,Q1,0.069198769
24-01-2026,Laptop,Electronics,North,4,2276,399.94,2026,January,Q1,0.175720562
25-01-2026,Monitor,Accessories,West,5,4880,664.06,2026,January,Q1,0.136077869
26-01-2026,Laptop,Electronics,East,3,1773,183.15,2026,January,Q1,0.103299492
27-01-2026,Smartwatch,Electronics,South,9,2718,195.97,2026,January,Q1,0.072100809
28-01-2026,Headphones,Accessories,East,4,3168,939.45,2026,January,Q1,0.296543561
29-01-2026,Camera,Electronics,West,2,1716,368.06,2026,January,Q1,0.214487179
30-01-2026,Smartphone,Electronics,West,2,214,14.08,2026,January,Q1,0.065794393
31-01-2026,Camera,Electronics,East,2,2092,366.12,2026,January,Q1,0.17500956
1/2/2026,Headphones,Accessories,West,3,225,46.96,2026,February,Q1,0.208711111
2/2/2026,Smartwatch,Electronics,East,1,859,217.67,2026,February,Q1,0.253399302
3/2/2026,Printer,Office,West,2,2070,183.41,2026,February,Q1,0.088603865
4/2/2026,Keyboard,Accessories,South,6,3240,758.19,2026,February,Q1,0.234009259
5/2/2026,Tablet,Electronics,East,2,1748,506.52,2026,February,Q1,0.289771167
6/2/2026,Mouse,Accessories,West,8,2080,108.48,2026,February,Q1,0.052153846
7/2/2026,Smartwatch,Electronics,North,3,2193,521.14,2026,February,Q1,0.237637939
8/2/2026,Headphones,Accessories,West,5,2080,614.77,2026,February,Q1,0.2955625
9/2/2026,Mouse,Accessories,South,5,5070,986.39,2026,February,Q1,0.194554241
10/2/2026,Laptop,Electronics,South,7,469,47.4,2026,February,Q1,0.101066098
11/2/2026,Printer,Office,South,1,802,153.55,2026,February,Q1,0.191458853
12/2/2026,Smartphone,Electronics,West,6,930,213.6,2026,February,Q1,0.229677419
13-02-2026,Smartwatch,Electronics,South,1,495,55.17,2026,February,Q1,0.111454545
14-02-2026,Monitor,Accessories,East,6,4938,847.89,2026,February,Q1,0.171707169
15-02-2026,Tablet,Electronics,South,2,1300,267.46,2026,February,Q1,0.205738462
16-02-2026,Mouse,Accessories,South,7,2100,131.67,2026,February,Q1,0.0627
17-02-2026,Camera,Electronics,South,2,2248,636.52,2026,February,Q1,0.283149466
18-02-2026,Headphones,Accessories,North,8,7096,991.23,2026,February,Q1,0.139688557
19-02-2026,Headphones,Accessories,East,3,1992,252.21,2026,February,Q1,0.126611446
20-02-2026,Camera,Electronics,South,4,4056,1189.26,2026,February,Q1,0.293210059
21-02-2026,Camera,Electronics,East,2,1986,208.88,2026,February,Q1,0.105176234
22-02-2026,Printer,Office,East,3,1635,196.73,2026,February,Q1,0.120324159
23-02-2026,Smartwatch,Electronics,East,9,3132,443.27,2026,February,Q1,0.141529374
24-02-2026,Smartphone,Electronics,South,8,7064,1554.52,2026,February,Q1,0.220062288
25-02-2026,Camera,Electronics,East,1,907,249.2,2026,February,Q1,0.274751929
26-02-2026,Mouse,Accessories,South,9,7938,1191.41,2026,February,Q1,0.150089443
27-02-2026,Printer,Office,South,4,4360,1207.46,2026,February,Q1,0.276940367
28-02-2026,Keyboard,Accessories,West,3,375,95.04,2026,February,Q1,0.25344
1/3/2026,Monitor,Accessories,North,7,826,101.01,2026,March,Q1,0.122288136
2/3/2026,Headphones,Accessories,East,1,1011,186.42,2026,March,Q1,0.184391691
3/3/2026,Mouse,Accessories,East,3,807,148.58,2026,March,Q1,0.184114002
4/3/2026,Headphones,Accessories,North,2,1840,367.7,2026,March,Q1,0.199836957
5/3/2026,Keyboard,Accessories,West,5,4550,1039.34,2026,March,Q1,0.228426374
6/3/2026,Smartphone,Electronics,North,9,8793,901.7,2026,March,Q1,0.102547481
7/3/2026,Headphones,Accessories,North,5,310,32.01,2026,March,Q1,0.103258065
8/3/2026,Headphones,Accessories,East,3,1143,275.04,2026,March,Q1,0.240629921
9/3/2026,Monitor,Accessories,West,3,2610,740.21,2026,March,Q1,0.283605364
10/3/2026,Tablet,Electronics,West,6,1494,269.25,2026,March,Q1,0.180220884
11/3/2026,Smartphone,Electronics,North,4,1524,189.32,2026,March,Q1,0.124225722
12/3/2026,Tablet,Electronics,North,9,9441,2171.42,2026,March,Q1,0.229998941
13-03-2026,Smartphone,Electronics,South,4,3520,417.26,2026,March,Q1,0.118539773
14-03-2026,Tablet,Electronics,West,2,390,103.99,2026,March,Q1,0.266641026
15-03-2026,Printer,Office,South,3,3219,255.09,2026,March,Q1,0.079245107
16-03-2026,Laptop,Electronics,North,1,450,75.89,2026,March,Q1,0.168644444
17-03-2026,Smartwatch,Electronics,South,4,828,216.98,2026,March,Q1,0.26205314
18-03-2026,Printer,Office,East,1,1146,152.79,2026,March,Q1,0.133324607
19-03-2026,Monitor,Accessories,West,3,1986,361.33,2026,March,Q1,0.18193857
20-03-2026,Smartwatch,Electronics,North,8,7264,1776.83,2026,March,Q1,0.244607654
